Model,Year,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Years_Relative
i3,2023,Silver,Diesel,Automatic,3.2,131569,39122,9531,High,1
i3,2024,Silver,Diesel,Automatic,3.1,199871,33864,5897,Low,0
X5,2022,Black,Petrol,Automatic,2.7,186555,73064,114,Low,2
X6,2023,Silver,Hybrid,Automatic,2.6,69105,61988,279,Low,1
M5,2024,Red,Petrol,Automatic,3.1,108142,50418,8453,High,0
M3,2022,Blue,Hybrid,Automatic,4.2,81751,72716,115,Low,2
X5,2022,Blue,Petrol,Manual,3.2,5755,55695,3626,Low,2
3 Series,2024,Blue,Electric,Manual,2.6,2684,37498,3443,Low,0
M5,2022,Grey,Electric,Manual,4.8,108010,80451,4358,Low,2
X3,2023,White,Electric,Manual,2.8,22317,86419,5225,Low,1
3 Series,2024,Silver,Diesel,Automatic,1.5,156049,54493,9771,High,0
i8,2024,Grey,Petrol,Automatic,4.8,52480,104187,3241,Low,0
X5,2024,Grey,Petrol,Manual,2.9,133504,57971,2686,Low,0
M5,2024,Blue,Electric,Manual,1.6,14414,90686,9216,High,0
5 Series,2024,Black,Electric,Manual,2.7,11553,86064,5471,Low,0
i3,2022,Grey,Diesel,Automatic,1.6,134557,92014,1633,Low,2
X3,2023,Red,Electric,Automatic,3.1,10329,109782,5022,Low,1
i8,2022,White,Diesel,Manual,1.8,16681,87524,3514,Low,2
M5,2022,Blue,Hybrid,Automatic,2.3,77619,31285,8740,High,2
M5,2023,Silver,Petrol,Automatic,4.6,171644,63655,5369,Low,1
i8,2024,Black,Diesel,Automatic,2.0,100813,37561,6660,Low,0
3 Series,2024,Black,Diesel,Manual,2.5,110434,77160,7462,High,0
5 Series,2023,Red,Diesel,Manual,2.5,186049,68925,9063,High,1
5 Series,2022,Black,Electric,Automatic,2.6,170882,75161,8694,High,2
3 Series,2023,Blue,Hybrid,Manual,3.8,199095,111870,4776,Low,1
X6,2022,Black,Hybrid,Automatic,2.4,178309,87458,5336,Low,2
M3,2022,Blue,Electric,Automatic,2.4,88518,37727,4694,Low,2
i8,2022,White,Diesel,Manual,2.3,33494,40087,438,Low,2
X3,2023,White,Petrol,Automatic,2.3,1761,33810,7733,High,1
X5,2023,Grey,Electric,Automatic,3.5,169029,32561,6976,Low,1
X6,2024,Blue,Hybrid,Manual,2.7,65584,32081,6570,Low,0
X1,2023,Silver,Diesel,Manual,2.8,180145,107689,6965,Low,1
i3,2024,Blue,Diesel,Automatic,3.1,192427,76353,838,Low,0
i8,2022,Blue,Petrol,Automatic,2.8,71820,71833,5250,Low,2
X1,2024,White,Electric,Manual,1.9,32731,100603,6840,Low,0
3 Series,2024,White,Petrol,Automatic,5.0,135456,58082,8002,High,0
i3,2024,Silver,Hybrid,Manual,4.0,156137,47983,8064,High,0
i8,2022,White,Petrol,Automatic,3.0,151240,39882,8080,High,2
3 Series,2024,Red,Hybrid,Automatic,2.5,186796,58881,6435,Low,0
M3,2024,Blue,Diesel,Automatic,4.9,91756,93485,6368,Low,0
7 Series,2023,Blue,Diesel,Automatic,3.5,58720,30145,1313,Low,1
3 Series,2022,Red,Electric,Automatic,4.4,96772,53966,1861,Low,2
X6,2022,Grey,Petrol,Manual,3.2,69728,92223,9570,High,2
3 Series,2022,Black,Diesel,Automatic,1.6,142242,118763,9508,High,2
M5,2023,Black,Hybrid,Manual,2.7,153006,39329,537,Low,1
X3,2024,Blue,Diesel,Automatic,3.5,182627,59385,3327,Low,0
5 Series,2024,Red,Petrol,Automatic,2.6,29773,93474,591,Low,0
X3,2023,Grey,Hybrid,Automatic,4.2,153264,99914,321,Low,1
7 Series,2024,Black,Diesel,Manual,2.6,26852,81547,1386,Low,0
X1,2024,Grey,Diesel,Manual,3.0,38653,50874,1874,Low,0
X3,2023,Silver,Hybrid,Automatic,2.6,124082,60762,8591,High,1
X5,2022,Black,Electric,Manual,1.7,56633,65832,5737,Low,2
X6,2022,Red,Diesel,Automatic,3.8,170158,40386,2154,Low,2
7 Series,2024,Black,Electric,Automatic,5.0,79223,39598,4883,Low,0
M5,2023,Silver,Petrol,Automatic,4.1,187639,34252,2127,Low,1
X3,2022,Blue,Hybrid,Automatic,2.6,11974,33546,3402,Low,2
M3,2023,Silver,Hybrid,Manual,5.0,75352,112813,5497,Low,1
5 Series,2023,Grey,Electric,Manual,3.4,60145,84690,1747,Low,1
X3,2023,Blue,Petrol,Automatic,3.5,111257,99055,9950,High,1
5 Series,2022,Blue,Petrol,Automatic,2.3,9004,112894,8265,High,2
3 Series,2024,White,Electric,Manual,4.1,102284,84965,9485,High,0
i8,2023,White,Diesel,Automatic,2.2,94381,109180,7365,High,1
X1,2023,Black,Petrol,Automatic,2.3,183431,52106,2699,Low,1
7 Series,2023,Blue,Hybrid,Manual,3.4,30633,70726,7908,High,1
X5,2022,White,Hybrid,Manual,2.5,32997,115058,1236,Low,2
i3,2024,Grey,Diesel,Automatic,4.3,130712,47562,8728,High,0
M5,2022,White,Diesel,Automatic,3.4,192336,87999,683,Low,2
X3,2023,White,Petrol,Automatic,4.7,109728,81664,7889,High,1
M5,2024,Red,Electric,Automatic,2.3,122769,81961,3872,Low,0
i3,2024,Red,Hybrid,Manual,4.6,179820,44297,6995,Low,0
X3,2023,Black,Petrol,Manual,2.4,171318,84251,9731,High,1
5 Series,2022,Red,Electric,Automatic,4.1,105056,46124,720,Low,2
X6,2024,White,Hybrid,Manual,3.7,40216,47927,5695,Low,0
M3,2024,White,Petrol,Automatic,4.4,71009,45400,9039,High,0
X5,2023,Grey,Diesel,Manual,1.5,85527,68669,3513,Low,1
M5,2022,Red,Petrol,Automatic,3.0,152191,102913,8595,High,2
X3,2024,White,Diesel,Manual,2.0,168660,69216,374,Low,0
X3,2022,Black,Hybrid,Automatic,1.6,93310,34486,8327,High,2
X3,2024,Red,Diesel,Automatic,4.9,22621,106515,9886,High,0
i8,2022,Grey,Petrol,Automatic,3.2,49887,41076,3715,Low,2
X5,2022,Blue,Hybrid,Automatic,4.5,76705,89329,9048,High,2
X1,2023,White,Diesel,Automatic,2.3,29289,107087,1440,Low,1
7 Series,2024,Blue,Diesel,Automatic,4.0,106431,115762,4698,Low,0
X6,2022,Blue,Hybrid,Manual,1.9,58724,86964,5476,Low,2
X3,2022,Grey,Hybrid,Manual,2.7,45645,84815,955,Low,2
M5,2023,Black,Diesel,Manual,2.2,192253,38000,8789,High,1
i3,2022,White,Diesel,Manual,3.5,199127,111551,6146,Low,2
X6,2022,Grey,Hybrid,Manual,1.6,52001,36701,8291,High,2
M3,2022,White,Hybrid,Automatic,1.6,56262,73836,5590,Low,2
M5,2024,Black,Diesel,Manual,2.4,180726,46200,2823,Low,0
5 Series,2023,White,Electric,Manual,2.4,128552,47190,7291,High,1
7 Series,2022,White,Petrol,Manual,2.1,44656,48455,975,Low,2
X3,2024,Silver,Diesel,Automatic,1.6,144114,79894,2224,Low,0
X3,2024,Silver,Electric,Manual,3.2,32317,69839,9644,High,0
M5,2023,Black,Hybrid,Manual,4.4,39235,114879,2848,Low,1
X5,2023,Grey,Diesel,Automatic,1.7,176280,69638,4317,Low,1
i3,2024,Black,Diesel,Automatic,2.9,122395,62284,7261,High,0
X3,2022,Red,Petrol,Manual,2.0,129056,79676,9063,High,2
X1,2022,Silver,Petrol,Automatic,2.5,75845,77021,836,Low,2
5 Series,2022,Blue,Hybrid,Manual,3.4,50553,111343,4546,Low,2
X1,2022,Grey,Electric,Automatic,4.6,138812,64473,7079,High,2
3 Series,2022,Silver,Electric,Manual,3.1,26906,115223,5043,Low,2
i8,2022,Blue,Hybrid,Manual,2.6,197553,110282,3098,Low,2
M3,2024,Blue,Petrol,Automatic,2.8,40001,115900,2571,Low,0
X6,2024,Grey,Diesel,Manual,1.7,117188,106874,9811,High,0
X6,2022,Red,Diesel,Manual,1.9,110043,51454,2115,Low,2
X6,2023,Silver,Electric,Automatic,3.6,173256,86469,2812,Low,1
i8,2022,Grey,Diesel,Manual,4.1,193158,107857,5790,Low,2
5 Series,2024,Blue,Petrol,Automatic,4.1,150301,49404,8449,High,0
X1,2024,Black,Electric,Automatic,4.6,45686,108388,3953,Low,0
M3,2023,White,Electric,Manual,2.9,4035,67694,6699,Low,1
i3,2023,Red,Petrol,Manual,2.0,55688,43939,272,Low,1
M5,2022,Red,Petrol,Automatic,2.5,111105,83054,8144,High,2
X5,2022,Silver,Electric,Manual,3.0,68881,51221,6219,Low,2
X6,2024,Black,Diesel,Manual,3.8,166235,57789,6982,Low,0
i3,2022,White,Hybrid,Manual,3.5,118917,93034,4626,Low,2
M3,2022,Blue,Electric,Automatic,2.9,6324,89141,5683,Low,2
i8,2024,Black,Petrol,Manual,2.9,79896,56193,190,Low,0
i8,2022,Black,Hybrid,Manual,2.7,20001,115783,365,Low,2
X1,2024,Silver,Electric,Automatic,3.2,83428,109873,5860,Low,0
X5,2023,Blue,Diesel,Manual,1.9,33325,47166,5590,Low,1
X6,2022,White,Diesel,Automatic,3.9,191188,98473,1478,Low,2
X3,2022,Blue,Hybrid,Automatic,3.9,16834,85507,6635,Low,2
X6,2022,White,Electric,Automatic,2.2,104452,79395,4797,Low,2
M5,2022,Black,Diesel,Manual,2.3,19565,89987,473,Low,2
X5,2022,Black,Hybrid,Manual,1.8,143319,89227,4496,Low,2
X1,2023,Silver,Hybrid,Manual,2.8,95234,64671,6529,Low,1
3 Series,2022,White,Petrol,Manual,4.4,99026,51999,4373,Low,2
5 Series,2022,Silver,Petrol,Manual,4.5,181418,71771,5060,Low,2
X3,2022,Black,Petrol,Automatic,3.1,101545,36546,5500,Low,2
X5,2024,Silver,Electric,Manual,2.2,47268,38093,1024,Low,0
M5,2023,Red,Petrol,Automatic,4.9,30405,64301,5669,Low,1
M3,2023,Grey,Electric,Manual,1.6,64442,32059,7087,High,1
5 Series,2022,Black,Electric,Manual,2.6,140232,34280,310,Low,2
7 Series,2022,Black,Petrol,Manual,2.5,14140,78821,5902,Low,2
7 Series,2022,White,Diesel,Manual,3.5,194207,47381,411,Low,2
5 Series,2022,Blue,Diesel,Manual,4.8,263,60045,618,Low,2
7 Series,2022,Blue,Hybrid,Automatic,1.9,154493,62919,9740,High,2
7 Series,2023,White,Petrol,Manual,4.4,160517,56400,3536,Low,1
3 Series,2023,Silver,Electric,Manual,3.8,130647,107729,2910,Low,1
M3,2023,Grey,Petrol,Manual,3.7,15039,43044,5646,Low,1
X1,2022,Grey,Hybrid,Automatic,4.4,167065,32250,6370,Low,2
M5,2022,Red,Petrol,Automatic,4.7,14888,90678,5260,Low,2
i3,2022,Black,Petrol,Automatic,3.5,77602,81568,8649,High,2
X5,2024,Grey,Electric,Manual,2.5,194313,115722,9554,High,0
i3,2022,Silver,Petrol,Automatic,3.0,34322,113759,9588,High,2
M5,2022,Blue,Electric,Manual,2.4,31128,59058,2833,Low,2
3 Series,2022,Silver,Electric,Automatic,4.1,51977,91937,2559,Low,2
M3,2023,Black,Electric,Manual,2.7,739,59842,6192,Low,1
X1,2024,Silver,Electric,Automatic,2.9,182952,74478,6458,Low,0
7 Series,2023,Grey,Petrol,Manual,3.9,14247,91872,1357,Low,1
M3,2023,Black,Electric,Manual,4.9,22034,43983,2260,Low,1
X3,2022,White,Electric,Automatic,2.7,124373,53489,8047,High,2
X5,2024,Silver,Hybrid,Automatic,2.8,167402,110261,948,Low,0
X1,2023,Silver,Hybrid,Automatic,2.9,143477,44095,7890,High,1
i3,2024,White,Electric,Automatic,5.0,42567,72766,7641,High,0
i8,2023,Blue,Petrol,Automatic,2.1,134932,40811,3544,Low,1
X6,2024,Silver,Petrol,Manual,1.8,87074,84833,4875,Low,0
i3,2024,Blue,Diesel,Automatic,3.0,117769,60033,2077,Low,0
7 Series,2024,Silver,Electric,Automatic,3.4,2453,73841,5577,Low,0
M3,2024,Blue,Diesel,Automatic,3.1,198802,84103,3327,Low,0
X3,2023,Red,Petrol,Automatic,1.7,14288,113547,4668,Low,1
X3,2022,Black,Hybrid,Manual,2.8,68990,37280,1615,Low,2
X3,2024,Blue,Hybrid,Automatic,2.9,90306,71565,8624,High,0
X1,2024,Grey,Hybrid,Automatic,2.7,151634,80605,2901,Low,0
X1,2022,Blue,Electric,Manual,1.5,16082,55992,3234,Low,2
5 Series,2024,Blue,Petrol,Automatic,2.6,157259,114382,4841,Low,0
X1,2023,Grey,Electric,Manual,4.5,175308,53042,1188,Low,1
X3,2022,Silver,Petrol,Automatic,2.5,857,100931,4261,Low,2
X6,2022,Red,Hybrid,Automatic,1.9,16024,109473,7027,High,2
M5,2023,Black,Diesel,Manual,3.1,36576,82556,5819,Low,1
M5,2024,Red,Electric,Automatic,4.6,10872,112218,6497,Low,0
5 Series,2024,White,Hybrid,Manual,2.0,110481,81359,4068,Low,0
M3,2023,Grey,Petrol,Automatic,3.4,58564,71107,2219,Low,1
3 Series,2024,Grey,Hybrid,Manual,2.3,126685,70923,4163,Low,0
5 Series,2022,Red,Electric,Automatic,4.3,175621,56863,614,Low,2
3 Series,2024,Blue,Hybrid,Automatic,3.1,42086,110207,2098,Low,0
X5,2023,Red,Diesel,Manual,1.6,37496,48746,4563,Low,1
X5,2024,Black,Diesel,Automatic,4.1,79629,97629,6089,Low,0
X5,2022,Grey,Petrol,Manual,4.1,184259,81087,4500,Low,2
i8,2023,White,Hybrid,Automatic,2.1,138963,80689,5521,Low,1
7 Series,2023,Red,Diesel,Automatic,3.2,187505,100627,2345,Low,1
X5,2022,White,Diesel,Automatic,3.6,15339,59769,9365,High,2
i8,2023,White,Diesel,Automatic,4.6,24973,56622,9021,High,1
7 Series,2024,Red,Diesel,Manual,4.5,3166,110566,9213,High,0
M5,2024,Blue,Hybrid,Automatic,3.1,129906,53994,5329,Low,0
X6,2022,Red,Hybrid,Manual,4.1,102423,110782,1626,Low,2
X3,2024,Blue,Hybrid,Automatic,4.8,110805,104903,1854,Low,0
X6,2023,Black,Petrol,Automatic,3.6,80011,50832,2480,Low,1
i3,2022,Blue,Hybrid,Manual,4.8,74107,70644,723,Low,2
M5,2022,Grey,Diesel,Manual,2.9,148040,110460,7939,High,2
7 Series,2023,Silver,Hybrid,Automatic,2.0,79317,113996,8194,High,1
M5,2022,White,Electric,Manual,3.2,57216,94980,1916,Low,2
i3,2023,Red,Diesel,Automatic,3.7,131851,82798,8792,High,1
M5,2022,White,Electric,Manual,3.8,97635,64444,9562,High,2
M3,2024,Red,Petrol,Automatic,4.0,82584,112812,9622,High,0
M3,2023,Silver,Electric,Manual,2.2,42064,95296,6811,Low,1
7 Series,2022,Silver,Diesel,Automatic,4.0,116803,30161,8166,High,2
7 Series,2022,Silver,Petrol,Manual,4.1,26363,34647,7131,High,2
i3,2022,White,Hybrid,Automatic,5.0,38575,112981,6123,Low,2
M3,2024,Silver,Hybrid,Automatic,1.7,198846,85034,7888,High,0
